ensembl_gene_id mgi_symbol Symbol
ENSMUSG00000045316 Fahd1 Fahd1
ENSMUSG00000041629 Fam104a Fam104a
ENSMUSG00000024691 Fam111a Fam111a
ENSMUSG00000029185 Fam114a1 Fam114a1
ENSMUSG00000038893 Fam117a Fam117a
ENSMUSG00000022434 Fam118a Fam118a
ENSMUSG00000050471 Fam118b Fam118b
ENSMUSG00000038014 Fam120a Fam120a
ENSMUSG00000014763 Fam120b Fam120b
ENSMUSG00000074922 Fam122a Fam122a
ENSMUSG00000035184 Fam124a Fam124a
ENSMUSG00000058503 Fam133b Fam133b
ENSMUSG00000026153 Fam135a Fam135a
ENSMUSG00000036501 Fam13b Fam13b
ENSMUSG00000039599 Fam149b Fam149b
ENSMUSG00000049811 Fam161a Fam161a
ENSMUSG00000021234 Fam161b Fam161b
ENSMUSG00000009216 Fam163b Fam163b
ENSMUSG00000034685 Fam171a2 Fam171a2
ENSMUSG00000096753 Fam181a Fam181a
ENSMUSG00000049154 Fam183b Fam183b
ENSMUSG00000019856 Fam184a Fam184a
ENSMUSG00000015879 Fam184b Fam184b
ENSMUSG00000030518 Fam189a1 Fam189a1
ENSMUSG00000042595 Fam199x Fam199x
ENSMUSG00000032977 Fam207a Fam207a
ENSMUSG00000020614 Fam20a Fam20a
ENSMUSG00000027495 Fam210b Fam210b
ENSMUSG00000034858 Fam214a Fam214a
ENSMUSG00000036002 Fam214b Fam214b
ENSMUSG00000029463 Fam216a Fam216a
ENSMUSG00000032305 Fam219b Fam219b
ENSMUSG00000118332 Fam220a Fam220a
ENSMUSG00000083012 Fam220a Fam220a
ENSMUSG00000047115 Fam221a Fam221a
ENSMUSG00000037750 Fam222b Fam222b
ENSMUSG00000051736 Fam229b Fam229b
ENSMUSG00000046546 Fam43a Fam43a
ENSMUSG00000078235 Fam43b Fam43b
ENSMUSG00000057068 Fam47e Fam47e
ENSMUSG00000001962 Fam50a Fam50a
ENSMUSG00000051113 Fam71e1 Fam71e1
ENSMUSG00000037808 Fam76b Fam76b
ENSMUSG00000027349 Fam98b Fam98b
ENSMUSG00000055884 Fancm Fancm
ENSMUSG00000025555 Farp1 Farp1
ENSMUSG00000021420 Fars2 Fars2
ENSMUSG00000003808 Farsa Farsa
ENSMUSG00000026245 Farsb Farsb
ENSMUSG00000028959 Fastk Fastk
ENSMUSG00000025962 Fastkd2 Fastkd2
ENSMUSG00000021532 Fastkd3 Fastkd3
ENSMUSG00000079043 Fastkd5 Fastkd5
ENSMUSG00000046743 Fat4 Fat4
ENSMUSG00000038274 Fau Fau
ENSMUSG00000020776 Fbf1 Fbf1
ENSMUSG00000051062 Fbll1 Fbll1
ENSMUSG00000021186 Fbln5 Fbln5
ENSMUSG00000066892 Fbxl12 Fbxl12
ENSMUSG00000025738 Fbxl16 Fbxl16
ENSMUSG00000032507 Fbxl2 Fbxl2
ENSMUSG00000020883 Fbxl20 Fbxl20
ENSMUSG00000050503 Fbxl22 Fbxl22
ENSMUSG00000040410 Fbxl4 Fbxl4
ENSMUSG00000032309 Fbxo22 Fbxo22
ENSMUSG00000052934 Fbxo31 Fbxo31
ENSMUSG00000042211 Fbxo38 Fbxo38
ENSMUSG00000050428 Fbxo46 Fbxo46
ENSMUSG00000019773 Fbxo5 Fbxo5
ENSMUSG00000001366 Fbxo9 Fbxo9
ENSMUSG00000035949 Fbxw2 Fbxw2
ENSMUSG00000015095 Fbxw5 Fbxw5
ENSMUSG00000059498 Fcgr3 Fcgr3
ENSMUSG00000070000 Fcho1 Fcho1
ENSMUSG00000038524 Fchsd1 Fchsd1
ENSMUSG00000015852 Fcrls Fcrls
ENSMUSG00000032051 Fdx1 Fdx1
ENSMUSG00000043683 Fem1a Fem1a
ENSMUSG00000000127 Fer Fer
ENSMUSG00000024965 Fermt3 Fermt3
ENSMUSG00000021743 Fezf2 Fezf2
ENSMUSG00000022788 Fgd4 Fgd4
ENSMUSG00000037225 Fgf2 Fgf2
ENSMUSG00000028573 Fggy Fggy
ENSMUSG00000026526 Fh1 Fh1
ENSMUSG00000060579 Fhit Fhit
ENSMUSG00000008136 Fhl2 Fhl2
ENSMUSG00000053334 Ficd Ficd
ENSMUSG00000034898 Filip1 Filip1
ENSMUSG00000029227 Fip1l1 Fip1l1
ENSMUSG00000085396 Firre Firre
ENSMUSG00000038074 Fkbp14 Fkbp14
ENSMUSG00000020949 Fkbp3 Fkbp3
ENSMUSG00000048920 Fkrp Fkrp
ENSMUSG00000042642 Flad1 Flad1
ENSMUSG00000032633 Flcn Flcn
ENSMUSG00000002812 Flii Flii
ENSMUSG00000025278 Flnb Flnb
ENSMUSG00000051379 Flrt3 Flrt3
ENSMUSG00000029648 Flt1 Flt1
ENSMUSG00000042817 Flt3 Flt3
ENSMUSG00000040097 Flywch1 Flywch1
ENSMUSG00000023911 Flywch2 Flywch2
ENSMUSG00000028354 Fmn2 Fmn2
ENSMUSG00000023008 Fmnl3 Fmnl3
ENSMUSG00000040170 Fmo2 Fmo2
ENSMUSG00000039253 Fn3krp Fn3krp
ENSMUSG00000001334 Fndc5 Fndc5
ENSMUSG00000048721 Fndc9 Fndc9
ENSMUSG00000038368 Focad Focad
ENSMUSG00000021250 Fos Fos
ENSMUSG00000055210 Foxd2 Foxd2
ENSMUSG00000039275 Foxk2 Foxk2
ENSMUSG00000044167 Foxo1 Foxo1
ENSMUSG00000030067 Foxp1 Foxp1
ENSMUSG00000029563 Foxp2 Foxp2
ENSMUSG00000023991 Foxp4 Foxp4
ENSMUSG00000039048 Foxred1 Foxred1
ENSMUSG00000016552 Foxred2 Foxred2
ENSMUSG00000009566 Fpgs Fpgs
ENSMUSG00000047604 Frat2 Frat2
ENSMUSG00000045589 Frrs1l Frrs1l
ENSMUSG00000056602 Fry Fry
ENSMUSG00000027004 Frzb Frzb
ENSMUSG00000020325 Fstl3 Fstl3
ENSMUSG00000055932 Fto Fto
ENSMUSG00000028034 Fubp1 Fubp1
ENSMUSG00000025466 Fuom Fuom
ENSMUSG00000030795 Fus Fus
ENSMUSG00000039357 Fut11 Fut11
ENSMUSG00000021065 Fut8 Fut8
ENSMUSG00000011658 Fuz Fuz
ENSMUSG00000009687 Fxyd5 Fxyd5
ENSMUSG00000036578 Fxyd7 Fxyd7
ENSMUSG00000007989 Fzd3 Fzd3
ENSMUSG00000022297 Fzd6 Fzd6
ENSMUSG00000049551 Fzd9 Fzd9
ENSMUSG00000020235 Fzr1 Fzr1
ENSMUSG00000009633 G0s2 G0s2
ENSMUSG00000035293 G2e3 G2e3
ENSMUSG00000029405 G3bp2 G3bp2
ENSMUSG00000034793 G6pc3 G6pc3
ENSMUSG00000004508 Gab2 Gab2
ENSMUSG00000032750 Gab3 Gab3
ENSMUSG00000010803 Gabra1 Gabra1
ENSMUSG00000000560 Gabra2 Gabra2
ENSMUSG00000031343 Gabra3 Gabra3
ENSMUSG00000033676 Gabrb3 Gabrb3
ENSMUSG00000001260 Gabrg1 Gabrg1
ENSMUSG00000070880 Gad1 Gad1
ENSMUSG00000026787 Gad2 Gad2
ENSMUSG00000036390 Gadd45a Gadd45a
ENSMUSG00000033751 Gadd45gip1 Gadd45gip1
ENSMUSG00000062234 Gak Gak
ENSMUSG00000028671 Gale Gale
ENSMUSG00000038072 Galnt11 Galnt11
ENSMUSG00000024553 Galr1 Galr1
ENSMUSG00000047261 Gap43 Gap43
ENSMUSG00000057666 Gapdh Gapdh
ENSMUSG00000026867 Gapvd1 Gapvd1
ENSMUSG00000034201 Gas2l1 Gas2l1
ENSMUSG00000036180 Gatad2a Gatad2a
ENSMUSG00000042390 Gatad2b Gatad2b
ENSMUSG00000028085 Gatb Gatb
ENSMUSG00000029536 Gatc Gatc
ENSMUSG00000028467 Gba2 Gba2
ENSMUSG00000028270 Gbp2 Gbp2
ENSMUSG00000028268 Gbp3 Gbp3
ENSMUSG00000105504 Gbp5 Gbp5
ENSMUSG00000104713 Gbp6 Gbp6
ENSMUSG00000038039 Gcc2 Gcc2
ENSMUSG00000003809 Gcdh Gcdh
ENSMUSG00000046814 Gchfr Gchfr
ENSMUSG00000038843 Gcnt1 Gcnt1
ENSMUSG00000021360 Gcnt2 Gcnt2
ENSMUSG00000034424 Gcsh Gcsh
ENSMUSG00000058624 Gda Gda
ENSMUSG00000017943 Gdap1l1 Gdap1l1
ENSMUSG00000025352 Gdf11 Gdf11
ENSMUSG00000044709 Gemin7 Gemin7
ENSMUSG00000040888 Gfer Gfer
ENSMUSG00000027774 Gfm1 Gfm1
ENSMUSG00000013150 Gfod2 Gfod2
ENSMUSG00000020530 Ggnbp2 Ggnbp2
ENSMUSG00000021302 Ggps1 Ggps1
ENSMUSG00000035778 Ggta1 Ggta1
ENSMUSG00000017747 Ghdc Ghdc
ENSMUSG00000027573 Gid8 Gid8
ENSMUSG00000048000 Gigyf2 Gigyf2
ENSMUSG00000040006 Ginm1 Ginm1
ENSMUSG00000019433 Gipc1 Gipc1
ENSMUSG00000041440 Gk5 Gk5
ENSMUSG00000031266 Gla Gla
ENSMUSG00000024827 Gldc Gldc
ENSMUSG00000046167 Gldn Gldn
ENSMUSG00000019715 Gle1 Gle1
ENSMUSG00000003316 Glg1 Glg1
ENSMUSG00000031068 Glrx3 Glrx3
ENSMUSG00000021102 Glrx5 Glrx5
ENSMUSG00000021916 Glt8d1 Glt8d1
ENSMUSG00000021794 Glud1 Glud1
ENSMUSG00000022536 Glyr1 Glyr1
ENSMUSG00000060019 Gm10073 Gm10073
ENSMUSG00000074215 Gm10643 Gm10643
ENSMUSG00000074826 Gm10767 Gm10767
ENSMUSG00000075015 Gm10801 Gm10801
ENSMUSG00000085175 Gm11423 Gm11423
ENSMUSG00000068240 Gm11808 Gm11808
ENSMUSG00000084898 Gm12371 Gm12371
ENSMUSG00000087128 Gm12655 Gm12655
ENSMUSG00000083780 Gm12728 Gm12728
ENSMUSG00000085334 Gm12940 Gm12940
ENSMUSG00000087437 Gm13112 Gm13112
ENSMUSG00000087056 Gm14004 Gm14004
ENSMUSG00000078877 Gm14295 Gm14295
ENSMUSG00000078878 Gm14305 Gm14305
ENSMUSG00000095362 Gm14325 Gm14325
ENSMUSG00000098559 Gm15013 Gm15013
ENSMUSG00000087344 Gm15627 Gm15627
ENSMUSG00000086013 Gm15706 Gm15706
ENSMUSG00000086075 Gm15728 Gm15728
ENSMUSG00000087336 Gm15860 Gm15860
ENSMUSG00000090002 Gm16006 Gm16006
ENSMUSG00000084849 Gm16105 Gm16105
ENSMUSG00000086914 Gm16124 Gm16124
ENSMUSG00000097167 Gm16740 Gm16740
ENSMUSG00000097777 Gm16794 Gm16794
ENSMUSG00000097793 Gm17259 Gm17259
ENSMUSG00000091514 Gm17484 Gm17484
ENSMUSG00000097204 Gm17690 Gm17690
ENSMUSG00000066057 Gm1976 Gm1976
ENSMUSG00000103983 Gm20045 Gm20045
ENSMUSG00000092386 Gm20536 Gm20536
ENSMUSG00000095403 Gm21092 Gm21092
ENSMUSG00000086119 Gm2415 Gm2415
ENSMUSG00000097157 Gm26512 Gm26512
ENSMUSG00000097296 Gm26532 Gm26532
ENSMUSG00000097217 Gm26549 Gm26549
ENSMUSG00000097431 Gm26782 Gm26782
ENSMUSG00000097089 Gm26879 Gm26879
ENSMUSG00000097452 Gm2824 Gm2824
ENSMUSG00000103975 Gm37676 Gm37676
ENSMUSG00000102657 Gm37899 Gm37899
ENSMUSG00000104154 Gm38104 Gm38104
ENSMUSG00000000948 Gm38393 Gm38393
ENSMUSG00000091831 Gm4707 Gm4707
ENSMUSG00000071151 Gm4799 Gm4799
ENSMUSG00000097174 Gm4890 Gm4890
ENSMUSG00000091742 Gm5093 Gm5093
ENSMUSG00000039684 Gm5422 Gm5422
ENSMUSG00000042293 Gm5617 Gm5617
ENSMUSG00000098120 Gm5914 Gm5914
ENSMUSG00000087153 Gm6483 Gm6483
ENSMUSG00000104043 Gm6525 Gm6525
ENSMUSG00000090544 Gm6576 Gm6576
ENSMUSG00000098449 Gm7467 Gm7467
ENSMUSG00000063902 Gm7964 Gm7964
ENSMUSG00000063696 Gm8730 Gm8730
ENSMUSG00000103034 Gm8797 Gm8797
ENSMUSG00000044424 Gm9493 Gm9493
ENSMUSG00000042857 Gm9776 Gm9776
ENSMUSG00000050299 Gm9843 Gm9843
ENSMUSG00000038372 Gmds Gmds
ENSMUSG00000038705 Gmeb2 Gmeb2
ENSMUSG00000033021 Gmppa Gmppa
ENSMUSG00000000253 Gmpr Gmpr
ENSMUSG00000027823 Gmps Gmps
ENSMUSG00000034781 Gna11 Gna11
ENSMUSG00000020611 Gna13 Gna13
ENSMUSG00000000884 Gnb1l Gnb1l
ENSMUSG00000028479 Gne Gne
ENSMUSG00000025739 Gng13 Gng13
ENSMUSG00000043004 Gng2 Gng2
ENSMUSG00000071658 Gng3 Gng3
ENSMUSG00000042354 Gnl3 Gnl3
ENSMUSG00000034243 Golgb1 Golgb1
ENSMUSG00000040124 Gorab Gorab
ENSMUSG00000032513 Gorasp1 Gorasp1
ENSMUSG00000022561 Gpaa1 Gpaa1
ENSMUSG00000092417 Gpank1 Gpank1
ENSMUSG00000050668 Gpatch11 Gpatch11
ENSMUSG00000039210 Gpatch2 Gpatch2
ENSMUSG00000021254 Gpatch2l Gpatch2l
ENSMUSG00000032745 Gpbp1 Gpbp1
ENSMUSG00000034042 Gpbp1l1 Gpbp1l1
ENSMUSG00000055653 Gpc3 Gpc3
ENSMUSG00000022112 Gpc5 Gpc5
ENSMUSG00000026827 Gpd2 Gpd2
ENSMUSG00000031148 Gpkow Gpkow
ENSMUSG00000029464 Gpn3 Gpn3
ENSMUSG00000041468 Gpr12 Gpr12
ENSMUSG00000044197 Gpr146 Gpr146
ENSMUSG00000043441 Gpr149 Gpr149
ENSMUSG00000045967 Gpr158 Gpr158
ENSMUSG00000056679 Gpr173 Gpr173
ENSMUSG00000022131 Gpr180 Gpr180
ENSMUSG00000051212 Gpr183 Gpr183
ENSMUSG00000032641 Gpr19 Gpr19
ENSMUSG00000040229 Gpr34 Gpr34
ENSMUSG00000041907 Gpr45 Gpr45
ENSMUSG00000043999 Gpr75 Gpr75
ENSMUSG00000023170 Gps2 Gps2
ENSMUSG00000018339 Gpx3 Gpx3
ENSMUSG00000028597 Gpx7 Gpx7
ENSMUSG00000021760 Gpx8 Gpx8
ENSMUSG00000033981 Gria2 Gria2
ENSMUSG00000001985 Grik3 Grik3
ENSMUSG00000032017 Grik4 Grik4
ENSMUSG00000003378 Grik5 Grik5
ENSMUSG00000030209 Grin2b Grin2b
ENSMUSG00000039579 Grin3a Grin3a
ENSMUSG00000022564 Grina Grina
ENSMUSG00000052783 Grk4 Grk4
ENSMUSG00000003228 Grk5 Grk5
ENSMUSG00000049583 Grm5 Grm5
ENSMUSG00000024580 Grpel2 Grpel2
ENSMUSG00000044221 Grsf1 Grsf1
ENSMUSG00000053801 Grwd1 Grwd1
ENSMUSG00000057177 Gsk3a Gsk3a
ENSMUSG00000022812 Gsk3b Gsk3b
ENSMUSG00000044715 Gskip Gskip
ENSMUSG00000071723 Gspt2 Gspt2
ENSMUSG00000031584 Gsr Gsr
ENSMUSG00000028018 Gstcd Gstcd
ENSMUSG00000027890 Gstm4 Gstm4
ENSMUSG00000053129 Gsx1 Gsx1
ENSMUSG00000022828 Gtf2e1 Gtf2e1
ENSMUSG00000067995 Gtf2f2 Gtf2f2
ENSMUSG00000021639 Gtf2h2 Gtf2h2
ENSMUSG00000029387 Gtf2h3 Gtf2h3
ENSMUSG00000060261 Gtf2i Gtf2i
ENSMUSG00000032777 Gtf3c1 Gtf3c1
ENSMUSG00000041303 Gtf3c3 Gtf3c3
ENSMUSG00000026816 Gtf3c5 Gtf3c5
ENSMUSG00000040464 Gtpbp10 Gtpbp10
ENSMUSG00000022668 Gtpbp8 Gtpbp8
ENSMUSG00000036197 Gxylt1 Gxylt1
ENSMUSG00000003865 Gys1 Gys1
ENSMUSG00000019188 H13 H13
ENSMUSG00000073411 H2-D1 H2-D1
ENSMUSG00000021476 Habp4 Habp4
ENSMUSG00000033629 Hacd3 Hacd3
ENSMUSG00000059447 Hadhb Hadhb
ENSMUSG00000006930 Hap1 Hap1
ENSMUSG00000027243 Harbi1 Harbi1
ENSMUSG00000019143 Hars2 Hars2
ENSMUSG00000041840 Haus1 Haus1
ENSMUSG00000038047 Haus6 Haus6
ENSMUSG00000031371 Haus7 Haus7
ENSMUSG00000027944 Hax1 Hax1
ENSMUSG00000020246 Hcfc2 Hcfc2
ENSMUSG00000019777 Hdac2 Hdac2
ENSMUSG00000026313 Hdac4 Hdac4
ENSMUSG00000067567 Hdac8 Hdac8
ENSMUSG00000004897 Hdgf Hdgf
ENSMUSG00000034088 Hdlbp Hdlbp
ENSMUSG00000039414 Heatr5b Heatr5b
ENSMUSG00000000976 Heatr6 Heatr6
ENSMUSG00000019853 Hebp2 Hebp2
ENSMUSG00000039879 Heca Heca
ENSMUSG00000035247 Hectd1 Hectd1
ENSMUSG00000021301 Hecw1 Hecw1
ENSMUSG00000035266 Helq Helq
ENSMUSG00000031209 Heph Heph
ENSMUSG00000029804 Herc3 Herc3
ENSMUSG00000023781 Hes7 Hes7
ENSMUSG00000025232 Hexa Hexa
ENSMUSG00000039307 Hexdc Hexdc
ENSMUSG00000043372 Hexim2 Hexim2
ENSMUSG00000040289 Hey1 Hey1
ENSMUSG00000022554 Hgh1 Hgh1
ENSMUSG00000029776 Hibadh Hibadh
ENSMUSG00000041426 Hibch Hibch
ENSMUSG00000021109 Hif1a Hif1a
ENSMUSG00000028470 Hint2 Hint2
ENSMUSG00000008730 Hipk1 Hipk1
ENSMUSG00000022702 Hira Hira
ENSMUSG00000021366 Hivep1 Hivep1
ENSMUSG00000028634 Hivep3 Hivep3
ENSMUSG00000000628 Hk2 Hk2
ENSMUSG00000030060 Hmces Hmces
ENSMUSG00000015217 Hmgb3 Hmgb3
ENSMUSG00000066456 Hmgn3 Hmgn3
ENSMUSG00000031245 Hmgn5 Hmgn5
ENSMUSG00000034518 Hmgxb4 Hmgxb4
ENSMUSG00000050100 Hmx2 Hmx2
ENSMUSG00000040148 Hmx3 Hmx3
ENSMUSG00000046434 Hnrnpa1 Hnrnpa1
ENSMUSG00000004980 Hnrnpa2b1 Hnrnpa2b1
ENSMUSG00000020358 Hnrnpab Hnrnpab
ENSMUSG00000020069 Hnrnph3 Hnrnph3
ENSMUSG00000021546 Hnrnpk Hnrnpk
ENSMUSG00000066037 Hnrnpr Hnrnpr
ENSMUSG00000039630 Hnrnpu Hnrnpu
ENSMUSG00000025813 Homer2 Homer2
ENSMUSG00000028572 Hook1 Hook1
ENSMUSG00000071379 Hpcal1 Hpcal1
ENSMUSG00000074811 Hps6 Hps6
ENSMUSG00000025499 Hras Hras
ENSMUSG00000020605 Hs1bp3 Hs1bp3
ENSMUSG00000040151 Hs2st1 Hs2st1
ENSMUSG00000045216 Hs6st1 Hs6st1
ENSMUSG00000062184 Hs6st2 Hs6st2
ENSMUSG00000042289 Hsd3b7 Hsd3b7
ENSMUSG00000034189 Hsdl1 Hsdl1
ENSMUSG00000022556 Hsf1 Hsf1
ENSMUSG00000019878 Hsf2 Hsf2
ENSMUSG00000033249 Hsf4 Hsf4
ENSMUSG00000020048 Hsp90b1 Hsp90b1
ENSMUSG00000025092 Hspa12a Hspa12a
ENSMUSG00000032932 Hspa13 Hspa13
ENSMUSG00000091971 Hspa1a Hspa1a
ENSMUSG00000090877 Hspa1b Hspa1b
ENSMUSG00000020361 Hspa4 Hspa4
ENSMUSG00000063172 Hspb11 Hspb11
ENSMUSG00000041548 Hspb8 Hspb8
ENSMUSG00000063802 Hspbp1 Hspbp1
ENSMUSG00000025980 Hspd1 Hspd1
ENSMUSG00000073676 Hspe1 Hspe1
ENSMUSG00000028763 Hspg2 Hspg2
ENSMUSG00000049511 Htr1b Htr1b
ENSMUSG00000041380 Htr2c Htr2c
ENSMUSG00000008590 Htr3b Htr3b
ENSMUSG00000053414 Hunk Hunk
ENSMUSG00000025261 Huwe1 Huwe1
ENSMUSG00000010051 Hyal1 Hyal1
ENSMUSG00000032115 Hyou1 Hyou1
ENSMUSG00000026618 Iars2 Iars2
ENSMUSG00000032174 Icam5 Icam5
ENSMUSG00000034525 Ice1 Ice1
ENSMUSG00000039662 Icmt Icmt
ENSMUSG00000020644 Id2 Id2
ENSMUSG00000030541 Idh2 Idh2
ENSMUSG00000032279 Idh3a Idh3a
ENSMUSG00000002010 Idh3g Idh3g
ENSMUSG00000033540 Idua Idua
ENSMUSG00000010358 Ifi35 Ifi35
ENSMUSG00000034459 Ifit1 Ifit1
ENSMUSG00000025492 Ifitm3 Ifitm3
ENSMUSG00000022967 Ifnar1 Ifnar1
ENSMUSG00000030323 Ift122 Ift122
ENSMUSG00000024169 Ift140 Ift140
ENSMUSG00000016637 Ift27 Ift27
ENSMUSG00000002031 Ift46 Ift46
ENSMUSG00000017858 Ift52 Ift52
ENSMUSG00000032965 Ift57 Ift57
ENSMUSG00000028576 Ift74 Ift74
ENSMUSG00000029469 Ift81 Ift81
ENSMUSG00000040040 Ift88 Ift88
ENSMUSG00000032816 Igdcc4 Igdcc4
ENSMUSG00000005533 Igf1r Igf1r
ENSMUSG00000023830 Igf2r Igf2r
ENSMUSG00000024831 Ighmbp2 Ighmbp2
ENSMUSG00000031111 Igsf1 Igsf1
ENSMUSG00000036334 Igsf10 Igsf10
ENSMUSG00000040972 Igsf21 Igsf21
ENSMUSG00000042035 Igsf3 Igsf3
ENSMUSG00000019975 Ikbip Ikbip
ENSMUSG00000004221 Ikbkg Ikbkg
ENSMUSG00000073889 Il11ra1 Il11ra1
ENSMUSG00000031750 Il34 Il34
ENSMUSG00000032178 Ilf3 Ilf3
ENSMUSG00000026309 Ilkap Ilkap
ENSMUSG00000024423 Impact Impact
ENSMUSG00000062867 Impdh2 Impdh2
ENSMUSG00000034336 Ina Ina
ENSMUSG00000074918 Inafm2 Inafm2
ENSMUSG00000045969 Ing1 Ing1
ENSMUSG00000029670 Ing3 Ing3
ENSMUSG00000038544 Inip Inip
ENSMUSG00000040865 Ino80d Ino80d
ENSMUSG00000084799 Ino80dos Ino80dos
ENSMUSG00000030689 Ino80e Ino80e
ENSMUSG00000028894 Inpp5b Inpp5b
ENSMUSG00000026288 Inpp5d Inpp5d
ENSMUSG00000003721 Insig2 Insig2
ENSMUSG00000068154 Insm1 Insm1
ENSMUSG00000027933 Ints3 Ints3
ENSMUSG00000071652 Ints5 Ints5
ENSMUSG00000040738 Ints8 Ints8
ENSMUSG00000032594 Ip6k1 Ip6k1
ENSMUSG00000032599 Ip6k2 Ip6k2
ENSMUSG00000042590 Ipo11 Ipo11
ENSMUSG00000002319 Ipo4 Ipo4
ENSMUSG00000066232 Ipo7 Ipo7
ENSMUSG00000040029 Ipo8 Ipo8
ENSMUSG00000028696 Ipp Ipp
ENSMUSG00000026301 Iqca Iqca
ENSMUSG00000035578 Iqcg Iqcg
ENSMUSG00000073856 Iqck Iqck
ENSMUSG00000030536 Iqgap1 Iqgap1
ENSMUSG00000032251 Irak1bp1 Irak1bp1
ENSMUSG00000032293 Ireb2 Ireb2
ENSMUSG00000018899 Irf1 Irf1
ENSMUSG00000031627 Irf2 Irf2
ENSMUSG00000044030 Irf2bp1 Irf2bp1
ENSMUSG00000025498 Irf7 Irf7
ENSMUSG00000001504 Irx2 Irx2
ENSMUSG00000031737 Irx5 Irx5
ENSMUSG00000021241 Isca2 Isca2
ENSMUSG00000025825 Iscu Iscu
ENSMUSG00000042258 Isl1 Isl1
ENSMUSG00000037206 Islr Islr
ENSMUSG00000074766 Ism1 Ism1
ENSMUSG00000039115 Itga9 Itga9
ENSMUSG00000028549 Itgb3bp Itgb3bp
ENSMUSG00000074797 Itpa Itpa
ENSMUSG00000003752 Itpkc Itpkc
ENSMUSG00000027332 Ivd Ivd
ENSMUSG00000023150 Ivns1abp Ivns1abp
ENSMUSG00000024384 Iws1 Iws1
ENSMUSG00000055862 Izumo4 Izumo4
ENSMUSG00000025764 Jade1 Jade1
ENSMUSG00000027276 Jag1 Jag1
ENSMUSG00000034271 Jdp2 Jdp2
ENSMUSG00000037876 Jmjd1c Jmjd1c
ENSMUSG00000098789 Jmjd7 Jmjd7
ENSMUSG00000025736 Jmjd8 Jmjd8
ENSMUSG00000046380 Jrk Jrk
ENSMUSG00000052684 Jun Jun
ENSMUSG00000032194 Kank2 Kank2
ENSMUSG00000031948 Kars Kars
ENSMUSG00000020918 Kat2a Kat2a
ENSMUSG00000024926 Kat5 Kat5
ENSMUSG00000025420 Katnal2 Katnal2
ENSMUSG00000031787 Katnb1 Katnb1
ENSMUSG00000055675 Kbtbd11 Kbtbd11
ENSMUSG00000028931 Kcnab2 Kcnab2
ENSMUSG00000058975 Kcnc1 Kcnc1
ENSMUSG00000062785 Kcnc3 Kcnc3
ENSMUSG00000090122 Kcne1l Kcne1l
ENSMUSG00000059852 Kcng2 Kcng2
ENSMUSG00000034402 Kcnh5 Kcnh5
ENSMUSG00000053519 Kcnip1 Kcnip1
ENSMUSG00000025221 Kcnip2 Kcnip2
ENSMUSG00000079056 Kcnip3 Kcnip3
ENSMUSG00000032034 Kcnj5 Kcnj5
ENSMUSG00000038026 Kcnj9 Kcnj9
ENSMUSG00000049265 Kcnk3 Kcnk3
ENSMUSG00000063142 Kcnma1 Kcnma1
ENSMUSG00000037610 Kcnmb2 Kcnmb2
ENSMUSG00000101609 Kcnq1ot1 Kcnq1ot1
ENSMUSG00000022342 Kcnv1 Kcnv1
ENSMUSG00000051727 Kctd14 Kctd14
ENSMUSG00000030499 Kctd15 Kctd15
ENSMUSG00000005936 Kctd20 Kctd20
ENSMUSG00000021752 Kctd6 Kctd6
ENSMUSG00000037653 Kctd8 Kctd8
ENSMUSG00000036940 Kdm1a Kdm1a
ENSMUSG00000054611 Kdm2a Kdm2a
ENSMUSG00000029475 Kdm2b Kdm2b
ENSMUSG00000053470 Kdm3a Kdm3a
ENSMUSG00000038773 Kdm3b Kdm3b
ENSMUSG00000028397 Kdm4c Kdm4c
ENSMUSG00000042207 Kdm5b Kdm5b
ENSMUSG00000056673 Kdm5d Kdm5d
ENSMUSG00000042599 Kdm7a Kdm7a
ENSMUSG00000030752 Kdm8 Kdm8
ENSMUSG00000003308 Keap1 Keap1
ENSMUSG00000028790 Khdrbs1 Khdrbs1
ENSMUSG00000036333 Kidins220 Kidins220
ENSMUSG00000028758 Kif17 Kif17
ENSMUSG00000024795 Kif20b Kif20b
ENSMUSG00000004187 Kifc2 Kifc2
ENSMUSG00000074749 Kiz Kiz
ENSMUSG00000024862 Klc2 Klc2
ENSMUSG00000003546 Klc4 Klc4
ENSMUSG00000037465 Klf10 Klf10
ENSMUSG00000051890 Klhdc1 Klhdc1
ENSMUSG00000040263 Klhdc4 Klhdc4
ENSMUSG00000042115 Klhdc8a Klhdc8a
ENSMUSG00000045259 Klhdc9 Klhdc9
ENSMUSG00000036782 Klhl13 Klhl13
ENSMUSG00000054792 Klhl18 Klhl18
ENSMUSG00000073700 Klhl21 Klhl21
ENSMUSG00000055652 Klhl25 Klhl25
ENSMUSG00000020948 Klhl28 Klhl28
ENSMUSG00000040387 Klhl32 Klhl32
ENSMUSG00000075307 Klhl41 Klhl41
ENSMUSG00000029312 Klhl8 Klhl8
ENSMUSG00000006307 Kmt2b Kmt2b
ENSMUSG00000038056 Kmt2c Kmt2c
ENSMUSG00000022905 Kpna1 Kpna1
ENSMUSG00000042810 Krba1 Krba1
ENSMUSG00000020393 Kremen1 Kremen1
ENSMUSG00000035047 Kri1 Kri1
ENSMUSG00000063334 Krr1 Krr1
ENSMUSG00000019761 Krt10 Krt10
ENSMUSG00000035831 Krt25 Krt25
ENSMUSG00000078252 Krtap17-1 Krtap17-1
